text,sentiment,rating,aspects,cmi,structure
chhilo kore kharap use use dekhlam,negative,2,"price:negative, service:neutral",0.6411848462080991,opinion
product ta bad experience ta excellent service ta darun,positive,4,"product:negative, experience:positive, service:positive",0.3812045305617253,temporal
holo use holo mone bhalo onek ekdom,neutral,3,"quality:negative, delivery:positive",0.685868443924091,contrast
motamoti ekdom mone bhalo holo khub motamoti bhalo kharap bhalo,neutral,3,"experience:neutral, price:neutral, product:positive",0.6566397091205647,simple
motamoti kore bhalo kore kharap kharap kharap dekhlam holo onek,neutral,3,"service:negative, product:neutral, app:positive",0.5858171888346371,contrast
mone mone ekdom ekdom mone use,positive,4,"product:positive, quality:negative",0.6493724555795997,simple
bhalo khub khub chhilo onek use,neutral,3,"product:neutral, service:neutral",0.6142442937668948,opinion
bhalo holo kharap kore kore use,positive,4,"delivery:neutral, service:positive",0.6489874837646927,simple
quality ta khub kharap product ta darun experience ta joss,positive,4,"quality:negative, product:positive, experience:positive",0.3585437698725167,contrast
chhilo chhilo chhilo kore onek mone use dekhlam use onek bhalo,positive,5,"experience:positive, delivery:positive, quality:positive",0.67472479017868,contrast
bhalo chhilo dekhlam mone khub holo khub dekhlam use onek,negative,2,"price:negative, app:negative, delivery:positive",0.41405093459003744,opinion
price ta khub kharap experience ta boring,negative,2,"price:negative, experience:negative",0.32879673792776026,contrast
holo kharap motamoti motamoti motamoti ekdom,neutral,3,"price:neutral, delivery:neutral",0.4786941982891908,contrast
onek kharap dekhlam use onek dekhlam holo,positive,4,"quality:positive, experience:positive",0.6683792228105818,simple
app ta bad service ta khub kharap,negative,1,"app:negative, service:negative",0.37595376605311737,simple
khub holo kore bhalo bhalo onek bhalo khub dekhlam,negative,2,"delivery:negative, product:negative, experience:neutral",0.6940099122744195,opinion
bhalo dekhlam kharap bhalo kore kharap holo bhalo khub use,positive,4,"service:positive, experience:negative, price:positive",0.40142171788019493,simple
motamoti ekdom bhalo khub bhalo kore ekdom use chhilo motamoti,negative,2,"app:negative, delivery:neutral, experience:negative",0.4755696371532958,contrast
dekhlam dekhlam dekhlam onek kharap kore,positive,4,"service:positive, quality:neutral",0.6068996860849294,contrast
chhilo mone chhilo holo kore ekdom bhalo bhalo kharap khub,neutral,3,"delivery:neutral, price:negative, service:positive",0.4660052054467907,simple
quality ta motamoti service ta boring app ta joss,neutral,3,"quality:neutral, service:negative, app:positive",0.3796838779066554,contrast
product ta joss app ta boring quality ta excellent,neutral,3,"product:positive, app:negative, quality:positive",0.41440588285691493,contrast
motamoti ekdom dekhlam use ekdom motamoti motamoti motamoti motamoti,positive,4,"service:positive, price:positive, product:positive",0.4947149113568533,opinion
chhilo use use chhilo khub mone chhilo use kore,neutral,3,"product:neutral, app:neutral, experience:negative",0.5273956648940422,opinion
kore bhalo kore khub mone motamoti dekhlam,negative,2,"delivery:negative, experience:neutral",0.6911955810429624,temporal
service ta average product ta khub kharap,negative,2,"service:neutral, product:negative",0.316639657876455,simple
chhilo bhalo holo ekdom bhalo motamoti,negative,2,"quality:negative, app:neutral",0.44306538424350195,contrast
price ta khub kharap delivery ta motamoti quality ta bad,negative,2,"price:negative, delivery:neutral, quality:negative",0.3751952508510106,opinion
khub bhalo motamoti holo chhilo kharap onek mone,neutral,3,"service:positive, experience:negative",0.48937637692180125,simple
bhalo chhilo mone khub bhalo chhilo chhilo,positive,4,"product:positive, app:negative",0.4292168442750736,temporal
kharap kore mone kharap motamoti ekdom bhalo mone onek chhilo,neutral,3,"quality:positive, service:negative, delivery:neutral",0.4709626627814758,temporal
app ta boring product ta average,negative,2,"app:negative, product:neutral",0.42517019879180135,contrast
delivery ta bad quality ta khub bhalo service ta bad,neutral,3,"delivery:negative, quality:positive, service:negative",0.39934505858274005,opinion
motamoti kore kore chhilo chhilo motamoti,positive,4,"app:positive, delivery:positive",0.5713071487684489,opinion
holo ekdom ekdom use chhilo kharap use kore motamoti,negative,2,"product:negative, delivery:positive, quality:negative",0.4583998727858895,simple
dekhlam mone ekdom mone kharap dekhlam,positive,4,"delivery:positive, experience:neutral",0.6030709817555193,simple
product ta bad service ta excellent experience ta motamoti,neutral,3,"product:negative, service:positive, experience:neutral",0.40171882272913817,temporal
onek holo kore onek kharap khub kharap,negative,2,"price:neutral, product:negative",0.38865629397805956,simple
quality ta bad service ta average experience ta khub kharap,negative,2,"quality:negative, service:neutral, experience:negative",0.39122447599753,temporal
use chhilo ekdom mone bhalo onek bhalo kharap khub bhalo,negative,2,"quality:negative, experience:neutral, app:neutral",0.47858312293771027,simple
ekdom motamoti chhilo motamoti motamoti bhalo,negative,2,"quality:neutral, experience:negative",0.570701516376428,simple
experience ta average app ta khub bhalo service ta average,neutral,3,"experience:neutral, app:positive, service:neutral",0.3762507398283936,temporal
product ta average price ta average,neutral,3,"product:neutral, price:neutral",0.36589364850772105,temporal
mone chhilo use kharap motamoti kharap kore dekhlam bhalo ekdom,negative,2,"experience:negative, price:neutral, app:negative",0.43242765713913334,contrast
onek bhalo dekhlam khub kharap kharap khub mone ekdom,positive,4,"quality:neutral, experience:positive, price:positive",0.5433089743460691,contrast
kharap kharap bhalo holo motamoti bhalo chhilo onek kore,negative,2,"price:negative, service:negative, quality:neutral",0.6426417206914901,simple
kore dekhlam holo khub use kore,positive,4,"price:positive, experience:positive",0.5424410125967413,contrast
service ta okay delivery ta khub kharap,negative,2,"service:neutral, delivery:negative",0.3450210605860442,contrast
ekdom motamoti motamoti dekhlam kharap kore,positive,4,"product:positive, price:negative",0.4405098581905826,opinion
use ekdom kharap motamoti dekhlam chhilo use use dekhlam,negative,2,"delivery:positive, price:negative, experience:negative",0.4334019738458009,temporal
khub mone use motamoti dekhlam mone onek,positive,4,"app:positive, service:neutral",0.6849078549636166,simple
dekhlam ekdom use khub onek kharap kore holo use,positive,4,"experience:positive, quality:positive, product:neutral",0.5163312065250165,simple
onek mone bhalo kore kore kore ekdom motamoti bhalo,neutral,3,"price:positive, product:neutral, service:negative",0.6524426301154279,contrast
mone use mone chhilo onek dekhlam ekdom,negative,2,"delivery:negative, app:neutral",0.6303273963428202,temporal
experience ta joss product ta boring,neutral,3,"experience:positive, product:negative",0.38943599538696555,temporal
dekhlam use onek onek chhilo kore,negative,1,"experience:negative, product:negative",0.45892151174259477,contrast
onek mone kore motamoti kharap kore holo bhalo holo,neutral,3,"product:neutral, service:neutral, app:neutral",0.5497376897490166,simple
chhilo onek kore kharap kore chhilo ekdom use kore onek,neutral,3,"experience:negative, service:neutral, price:positive",0.5069068902764942,contrast
price ta motamoti app ta joss experience ta khub kharap,neutral,3,"price:neutral, app:positive, experience:negative",0.31000563709011797,opinion
onek chhilo mone kore ekdom dekhlam motamoti motamoti mone holo holo,neutral,3,"experience:negative, delivery:positive, service:neutral",0.44952181163698524,contrast
kore holo kore chhilo motamoti bhalo,positive,4,"price:positive, product:neutral",0.49965652661335375,temporal
dekhlam mone ekdom onek mone holo motamoti,negative,2,"experience:negative, app:negative",0.6683807096807554,contrast
kore chhilo holo mone dekhlam kharap khub kore mone holo,neutral,3,"experience:negative, service:positive, app:neutral",0.5026359173662857,contrast
bhalo motamoti mone mone use dekhlam holo,positive,4,"app:neutral, service:positive",0.5527050401011371,temporal
kharap chhilo onek use use bhalo onek motamoti ekdom motamoti,negative,2,"product:negative, quality:negative, experience:negative",0.642142529678238,opinion
bhalo use motamoti mone bhalo chhilo khub ekdom chhilo bhalo,positive,4,"experience:positive, delivery:positive, service:positive",0.6931766385898481,opinion
delivery ta motamoti price ta bad experience ta darun,neutral,3,"delivery:neutral, price:negative, experience:positive",0.3652274348970009,contrast
quality ta average price ta boring,negative,2,"quality:neutral, price:negative",0.42586171431325476,temporal
motamoti mone mone mone ekdom bhalo,negative,2,"app:negative, experience:neutral",0.43832037973325044,simple
kharap bhalo mone motamoti mone chhilo kore,negative,2,"quality:negative, experience:neutral",0.4920211692405704,simple
motamoti dekhlam khub motamoti holo kore,positive,4,"price:neutral, product:positive",0.6598987525289667,simple
kore khub motamoti motamoti dekhlam holo,neutral,3,"product:neutral, experience:neutral",0.6791296084373386,simple
quality ta okay product ta joss,positive,4,"quality:neutral, product:positive",0.425143811285962,contrast
use holo mone holo chhilo ekdom use,positive,5,"app:positive, service:positive",0.6921874608615529,temporal
motamoti khub mone motamoti mone use holo kharap chhilo,neutral,3,"service:negative, app:neutral, experience:positive",0.6570813494718091,opinion
delivery ta boring experience ta motamoti,negative,2,"delivery:negative, experience:neutral",0.4301225904738174,opinion
price ta average quality ta boring,negative,2,"price:neutral, quality:negative",0.39260693177178746,simple
ekdom ekdom ekdom ekdom onek kharap motamoti kore mone,negative,2,"product:neutral, delivery:negative, experience:neutral",0.634403977684056,temporal
product ta joss app ta okay,positive,4,"product:positive, app:neutral",0.3909978399947441,opinion
holo dekhlam dekhlam chhilo onek khub,neutral,3,"app:neutral, experience:neutral",0.47309265664402955,simple
quality ta joss delivery ta joss,positive,4,"quality:positive, delivery:positive",0.3430475116546954,opinion
price ta darun delivery ta boring product ta boring,neutral,3,"price:positive, delivery:negative, product:negative",0.32478392354703206,simple
price ta boring service ta okay experience ta motamoti,neutral,3,"price:negative, service:neutral, experience:neutral",0.37211693309934696,contrast
dekhlam kharap onek dekhlam ekdom bhalo,positive,4,"price:positive, quality:positive",0.48960092279882683,opinion
dekhlam bhalo dekhlam kharap motamoti kore,positive,4,"quality:positive, product:neutral",0.5834177297704295,simple
use dekhlam kharap dekhlam dekhlam bhalo kore bhalo chhilo,neutral,3,"app:neutral, experience:neutral, delivery:neutral",0.5943693750466987,simple
service ta average product ta khub bhalo,positive,4,"service:neutral, product:positive",0.3637123875401717,opinion
kore kore dekhlam chhilo onek use,positive,4,"quality:positive, product:positive",0.5572000142915077,contrast
motamoti khub dekhlam mone chhilo chhilo holo,negative,2,"price:positive, quality:negative",0.4402961515494217,simple
use dekhlam ekdom use kharap bhalo kore holo ekdom mone khub,neutral,3,"delivery:negative, quality:positive, price:neutral",0.3859524498809831,temporal
use mone holo ekdom use ekdom holo mone chhilo,negative,2,"price:negative, product:negative, experience:neutral",0.5515230506596323,temporal
kore motamoti kore mone kharap onek kore dekhlam,negative,2,"quality:negative, experience:negative",0.6671842675150319,opinion
holo kharap ekdom holo ekdom mone kharap,negative,2,"experience:neutral, app:negative",0.529092255034848,simple
delivery ta motamoti app ta khub kharap,negative,2,"delivery:neutral, app:negative",0.3809113597374128,temporal
delivery ta motamoti app ta khub kharap service ta motamoti,negative,2,"delivery:neutral, app:negative, service:neutral",0.3733059909359926,temporal
price ta average experience ta darun app ta motamoti,positive,4,"price:neutral, experience:positive, app:neutral",0.3029942439304656,temporal
chhilo motamoti kore mone onek khub mone kore motamoti,neutral,3,"delivery:positive, product:neutral, quality:neutral",0.6788358408072497,contrast
holo khub dekhlam onek kore onek chhilo khub chhilo dekhlam,negative,2,"experience:neutral, delivery:negative, app:negative",0.6739166409710863,simple
dekhlam chhilo use mone ekdom kore holo khub chhilo,neutral,3,"quality:neutral, delivery:neutral, service:positive",0.5923554840549017,contrast
delivery ta darun price ta khub bhalo product ta khub kharap,neutral,3,"delivery:positive, price:positive, product:negative",0.30533893502122245,contrast
holo mone onek dekhlam chhilo ekdom dekhlam kharap use,neutral,3,"service:positive, product:negative, price:neutral",0.6360564257110914,contrast
bhalo onek mone kharap motamoti kharap motamoti kharap use bhalo,negative,2,"delivery:negative, app:neutral, price:negative",0.6491277487799203,temporal
khub bhalo dekhlam holo bhalo ekdom khub,negative,2,"app:neutral, delivery:negative",0.3878449961872007,contrast
ekdom chhilo holo holo bhalo kharap,positive,4,"experience:positive, app:positive",0.5698818949619928,simple
quality ta bad app ta excellent service ta average,neutral,3,"quality:negative, app:positive, service:neutral",0.3857346175536762,opinion
mone ekdom onek kharap mone dekhlam bhalo bhalo ekdom chhilo,neutral,3,"experience:positive, price:positive, app:negative",0.6842196946767901,temporal
dekhlam kore mone kore ekdom holo,positive,4,"product:positive, experience:positive",0.5492424562054152,contrast
kharap holo mone kharap chhilo holo holo chhilo motamoti bhalo mone mone,positive,4,"app:positive, experience:positive, service:positive",0.5047529729665051,contrast
chhilo kore motamoti motamoti dekhlam kharap khub khub holo bhalo,neutral,3,"experience:negative, service:positive, delivery:positive",0.5211180997263017,simple
onek chhilo kore mone bhalo kore,negative,2,"quality:negative, price:negative",0.6111892231811993,simple
mone onek kore ekdom kore mone kharap bhalo dekhlam,positive,4,"product:neutral, service:neutral, experience:positive",0.49074494568240157,simple
delivery ta okay app ta motamoti,neutral,3,"delivery:neutral, app:neutral",0.39891047049177897,simple
price ta motamoti app ta okay experience ta joss,positive,4,"price:neutral, app:neutral, experience:positive",0.31039821173855364,opinion
dekhlam chhilo use chhilo dekhlam onek khub,positive,4,"app:positive, service:positive",0.4516645587304681,opinion
holo bhalo holo motamoti use ekdom onek ekdom bhalo,positive,4,"price:neutral, service:neutral, quality:positive",0.5271191695904447,simple
product ta darun experience ta average service ta motamoti,positive,4,"product:positive, experience:neutral, service:neutral",0.4230611933259968,simple
motamoti chhilo ekdom bhalo onek bhalo bhalo use mone ekdom,negative,2,"experience:negative, product:negative, price:neutral",0.6095854919896687,opinion
motamoti kore kore kharap onek chhilo,neutral,3,"quality:neutral, delivery:neutral",0.691182168743983,temporal
use motamoti chhilo dekhlam bhalo khub onek bhalo chhilo holo,negative,2,"price:positive, quality:negative, experience:negative",0.48684125558808683,contrast
experience ta darun app ta joss delivery ta excellent,positive,4,"experience:positive, app:positive, delivery:positive",0.3911235570470171,opinion
product ta boring delivery ta okay app ta motamoti,negative,2,"product:negative, delivery:neutral, app:neutral",0.3431233832360561,contrast
holo motamoti onek dekhlam chhilo kharap,positive,4,"price:positive, experience:neutral",0.6727598645905803,opinion
bhalo onek use motamoti khub khub bhalo,negative,2,"app:neutral, service:negative",0.42713685301518506,temporal
product ta excellent price ta khub bhalo,positive,4,"product:positive, price:positive",0.35525381255369726,contrast
onek onek kharap kore kharap bhalo holo use holo,negative,2,"product:neutral, quality:neutral, service:negative",0.45154550798653337,contrast
dekhlam bhalo mone dekhlam mone chhilo motamoti kharap kharap,negative,2,"price:neutral, quality:neutral, experience:negative",0.6412928115154802,contrast
product ta joss app ta joss,positive,4,"product:positive, app:positive",0.4144603703734718,opinion
product ta boring delivery ta excellent,negative,2,"product:negative, delivery:positive",0.3833099970545486,contrast
app ta excellent quality ta okay,positive,4,"app:positive, quality:neutral",0.35746825468074594,temporal
onek khub kore motamoti khub motamoti kharap mone motamoti,negative,2,"product:negative, delivery:negative, experience:negative",0.5789198352154943,temporal
service ta bad price ta bad app ta excellent,negative,2,"service:negative, price:negative, app:positive",0.30633308888402294,opinion
mone bhalo mone kore khub dekhlam chhilo bhalo kore khub,neutral,3,"experience:negative, product:neutral, delivery:positive",0.6209107191780812,simple
khub mone onek chhilo holo onek kharap dekhlam onek,negative,2,"experience:negative, service:negative, product:neutral",0.5501482720753714,temporal
dekhlam bhalo kharap kharap holo use onek bhalo mone motamoti,positive,5,"product:positive, app:positive, price:positive",0.45811426875283034,temporal
experience ta bad product ta boring delivery ta darun,negative,2,"experience:negative, product:negative, delivery:positive",0.32611122356075845,opinion
use ekdom holo holo dekhlam motamoti bhalo,negative,2,"app:negative, service:positive",0.5825697683691737,simple
price ta bad product ta khub kharap delivery ta motamoti,negative,2,"price:negative, product:negative, delivery:neutral",0.30923133342844794,opinion
ekdom dekhlam holo ekdom use kharap holo,negative,2,"app:negative, delivery:negative",0.4837648313098625,temporal
chhilo kharap holo motamoti onek dekhlam onek mone mone holo,neutral,3,"delivery:positive, product:negative, quality:neutral",0.6951142399023805,temporal
holo holo chhilo bhalo bhalo holo,negative,2,"service:neutral, quality:negative",0.6739944831563905,contrast
mone mone chhilo dekhlam khub onek chhilo ekdom chhilo kore,positive,4,"product:positive, service:positive, experience:negative",0.6533309270697674,simple
onek onek motamoti mone dekhlam ekdom,negative,1,"product:negative, quality:negative",0.44465419199760636,contrast
ekdom kharap mone motamoti holo mone mone kharap kharap,positive,5,"app:positive, delivery:positive, experience:positive",0.6034744499748141,simple
chhilo kharap kore kharap mone mone bhalo onek mone ekdom,positive,4,"product:negative, price:positive, service:positive",0.6106274816857933,temporal
kore chhilo onek kharap kharap mone chhilo chhilo,positive,4,"delivery:positive, price:positive",0.36825548523204754,contrast
holo motamoti onek chhilo bhalo holo ekdom,positive,4,"service:positive, app:neutral",0.6713361555427164,simple
ekdom khub chhilo chhilo ekdom mone,negative,2,"experience:neutral, quality:negative",0.6958905088726057,temporal
khub ekdom kharap holo motamoti chhilo,positive,4,"app:positive, price:neutral",0.6191620232404705,temporal
experience ta darun service ta joss quality ta average,positive,4,"experience:positive, service:positive, quality:neutral",0.3374571071967695,contrast
motamoti onek ekdom bhalo khub khub motamoti,positive,4,"app:neutral, experience:positive",0.5028123789526864,contrast
app ta khub kharap service ta bad product ta khub kharap,negative,1,"app:negative, service:negative, product:negative",0.33720144162589183,temporal
mone onek chhilo khub kore kore mone,negative,2,"delivery:negative, service:negative",0.4548044318967183,temporal
mone bhalo mone motamoti onek kore,positive,4,"product:positive, experience:negative",0.5616552555897367,contrast
quality ta motamoti experience ta okay price ta bad,neutral,3,"quality:neutral, experience:neutral, price:negative",0.33820991946573564,temporal
service ta okay quality ta joss product ta bad,neutral,3,"service:neutral, quality:positive, product:negative",0.39079970363201055,simple
khub bhalo bhalo dekhlam kharap onek,positive,4,"quality:neutral, product:positive",0.4507827633692574,contrast
delivery ta boring app ta khub bhalo service ta excellent,neutral,3,"delivery:negative, app:positive, service:positive",0.341404947768702,simple
delivery ta okay quality ta average app ta bad,negative,2,"delivery:neutral, quality:neutral, app:negative",0.3097543851986219,simple
app ta boring service ta joss product ta joss,positive,4,"app:negative, service:positive, product:positive",0.404837740934332,simple
holo dekhlam use ekdom mone kharap khub mone holo,neutral,3,"service:positive, price:negative, experience:negative",0.4596016701767641,opinion
ekdom kharap mone ekdom onek kharap kharap,neutral,3,"service:negative, app:positive",0.6070538171301174,simple
ekdom ekdom chhilo ekdom kore use kharap mone use,neutral,3,"service:neutral, product:negative, delivery:positive",0.6575572348603043,opinion
app ta excellent product ta excellent service ta joss,positive,5,"app:positive, product:positive, service:positive",0.36812116028158837,opinion
kore use mone khub khub onek onek bhalo ekdom mone,neutral,3,"experience:negative, product:neutral, price:neutral",0.40532175430920264,simple
app ta darun quality ta okay,positive,4,"app:positive, quality:neutral",0.39538993166722414,opinion
experience ta bad service ta okay,negative,2,"experience:negative, service:neutral",0.42795812352104035,opinion
ekdom khub khub khub bhalo ekdom,negative,2,"service:negative, delivery:negative",0.5171063474129703,contrast
chhilo kore bhalo holo kore kore use dekhlam motamoti holo dekhlam,positive,4,"delivery:positive, app:positive, quality:negative",0.6531645566363995,simple
dekhlam dekhlam holo motamoti khub ekdom motamoti use dekhlam dekhlam chhilo chhilo,negative,2,"app:negative, service:negative, quality:negative",0.43136137324170304,contrast
delivery ta darun price ta excellent app ta darun,positive,5,"delivery:positive, price:positive, app:positive",0.38991604923417633,opinion
price ta average product ta joss service ta average,positive,4,"price:neutral, product:positive, service:neutral",0.3762261436383602,contrast
product ta bad app ta khub kharap,negative,2,"product:negative, app:negative",0.3133661293231651,temporal
kore chhilo mone bhalo chhilo kore kharap ekdom holo motamoti kharap,negative,2,"experience:negative, service:neutral, product:negative",0.44109650129244227,temporal
kharap ekdom chhilo dekhlam onek dekhlam motamoti onek kharap,neutral,3,"experience:negative, price:neutral, quality:positive",0.5581546227896157,simple
chhilo khub chhilo chhilo bhalo motamoti kore mone kore use,positive,4,"delivery:positive, product:positive, service:neutral",0.6422329093030682,contrast
mone dekhlam khub kore onek holo,positive,4,"product:positive, delivery:positive",0.43886787077448586,temporal
ekdom mone chhilo use bhalo kore chhilo,positive,4,"service:neutral, product:positive",0.5823660646470805,contrast
motamoti ekdom bhalo kharap onek khub bhalo,negative,2,"service:neutral, price:negative",0.43794282710765253,temporal
quality ta average experience ta motamoti price ta khub kharap,negative,2,"quality:neutral, experience:neutral, price:negative",0.3456104347098415,temporal
ekdom use ekdom motamoti chhilo kore mone khub,negative,2,"price:negative, quality:negative",0.40943664666304236,simple
ekdom use bhalo mone use holo mone onek mone kore,neutral,3,"price:positive, delivery:negative, app:neutral",0.44098406132357626,contrast
product ta excellent quality ta okay experience ta boring,neutral,3,"product:positive, quality:neutral, experience:negative",0.36712897499240754,simple
ekdom motamoti khub khub dekhlam motamoti khub kore mone holo,negative,2,"delivery:negative, service:neutral, price:neutral",0.6948697817287827,temporal
delivery ta bad service ta okay price ta boring,negative,2,"delivery:negative, service:neutral, price:negative",0.42692471714371316,contrast
kore khub bhalo mone ekdom dekhlam,negative,1,"experience:negative, delivery:negative",0.598267113416147,opinion
use khub bhalo onek dekhlam chhilo motamoti dekhlam onek dekhlam,neutral,3,"delivery:neutral, price:negative, quality:positive",0.5457874522372668,contrast
dekhlam kharap chhilo holo mone khub use holo khub motamoti,negative,1,"product:negative, experience:negative, delivery:negative",0.44430568157114464,simple
kore chhilo bhalo chhilo kore bhalo motamoti chhilo mone,neutral,3,"experience:neutral, service:negative, price:positive",0.5352544713760516,opinion
dekhlam ekdom holo khub khub holo onek use kore ekdom,neutral,3,"price:negative, quality:positive, app:negative",0.6374712537979947,contrast
kore ekdom bhalo use kore chhilo motamoti kore dekhlam motamoti dekhlam,negative,2,"quality:negative, app:negative, experience:neutral",0.6309586518682411,temporal
use kharap ekdom kharap bhalo khub motamoti ekdom ekdom,neutral,3,"service:neutral, product:neutral, delivery:neutral",0.5730483069770669,opinion
onek kharap onek holo holo khub,negative,2,"service:neutral, delivery:negative",0.47018265237508805,temporal
bhalo dekhlam motamoti holo kharap onek motamoti kore onek kore bhalo,neutral,3,"product:negative, price:positive, service:positive",0.3895261251392857,simple
mone motamoti use dekhlam mone motamoti bhalo dekhlam motamoti bhalo,negative,2,"app:negative, experience:negative, product:negative",0.4065393111862454,contrast
experience ta okay product ta bad delivery ta joss,neutral,3,"experience:neutral, product:negative, delivery:positive",0.39389917781937434,simple
kore chhilo bhalo motamoti bhalo bhalo use onek,neutral,3,"app:positive, quality:negative",0.4194163065057565,contrast
motamoti bhalo bhalo onek use holo motamoti dekhlam ekdom,positive,4,"delivery:positive, experience:neutral, app:positive",0.547768311273623,opinion
ekdom khub motamoti khub holo holo mone holo kore use motamoti,negative,2,"quality:neutral, price:negative, service:negative",0.6058825881815111,simple
kharap kore holo dekhlam ekdom holo kharap,negative,2,"app:negative, experience:negative",0.4279627729688191,temporal
holo kharap use onek onek kharap,neutral,3,"experience:neutral, product:neutral",0.44209351945369574,simple
motamoti bhalo kore use chhilo onek khub holo motamoti,neutral,3,"product:positive, delivery:neutral, experience:negative",0.5874202525837531,temporal
quality ta joss delivery ta joss,positive,4,"quality:positive, delivery:positive",0.39581175615953096,opinion
dekhlam mone dekhlam holo ekdom kore holo ekdom,negative,2,"service:positive, delivery:negative",0.5083133888762211,simple
ekdom chhilo ekdom kore motamoti motamoti kharap holo kharap bhalo khub,negative,1,"experience:negative, quality:negative, app:negative",0.5305472566025273,simple
dekhlam use onek kore khub bhalo,neutral,3,"app:neutral, price:neutral",0.6348928372020967,contrast
quality ta joss product ta motamoti price ta average,positive,4,"quality:positive, product:neutral, price:neutral",0.3124551290106183,contrast
kharap ekdom khub kharap use bhalo,negative,2,"price:negative, service:positive",0.43865421637025576,temporal
experience ta motamoti price ta average,neutral,3,"experience:neutral, price:neutral",0.32730890612476427,temporal
ekdom use use chhilo kore dekhlam bhalo khub mone chhilo,neutral,3,"product:neutral, delivery:positive, service:negative",0.5518998490240236,temporal
chhilo use kore mone ekdom ekdom kore dekhlam motamoti khub motamoti,neutral,3,"app:positive, price:negative, experience:neutral",0.5896419369451866,contrast
delivery ta average experience ta khub bhalo product ta bad,neutral,3,"delivery:neutral, experience:positive, product:negative",0.32415645482718936,temporal
motamoti holo kharap motamoti use bhalo holo dekhlam bhalo motamoti,positive,4,"experience:neutral, delivery:positive, app:positive",0.6335981277772237,temporal
holo ekdom onek bhalo kore bhalo,negative,2,"product:negative, service:neutral",0.694747946831419,opinion
khub mone use ekdom use use kharap,negative,2,"experience:negative, product:positive",0.6024992350838254,opinion
khub ekdom chhilo kore bhalo mone,negative,2,"delivery:negative, experience:negative",0.5675882151738891,temporal
kore onek motamoti onek bhalo khub kharap,negative,1,"experience:negative, price:negative",0.4157558363951372,contrast
dekhlam bhalo khub holo chhilo khub use,positive,4,"delivery:positive, app:positive",0.45558055027555755,simple
product ta darun app ta khub kharap delivery ta joss,positive,4,"product:positive, app:negative, delivery:positive",0.3132083125628824,simple
dekhlam ekdom bhalo motamoti dekhlam khub dekhlam bhalo kharap,positive,4,"service:neutral, quality:positive, experience:positive",0.5952138323476437,simple
holo kore dekhlam holo use bhalo bhalo mone motamoti onek,neutral,3,"delivery:negative, price:negative, app:positive",0.40188817415852895,simple
use kore motamoti kore mone onek khub motamoti mone,negative,2,"product:neutral, service:negative, experience:negative",0.5065248651123962,opinion
chhilo use ekdom khub khub mone,negative,2,"product:negative, experience:neutral",0.5208219500585002,contrast
kharap holo kharap use motamoti holo,negative,2,"quality:negative, app:neutral",0.6823579547698534,temporal
kore holo bhalo ekdom chhilo khub,neutral,3,"experience:negative, service:positive",0.6931838751829362,simple
khub onek mone motamoti bhalo khub khub,positive,4,"product:neutral, quality:positive",0.46846938789551507,contrast
price ta average delivery ta bad service ta khub kharap,negative,2,"price:neutral, delivery:negative, service:negative",0.3436484335462649,contrast
ekdom use holo ekdom motamoti mone onek khub mone,neutral,3,"price:negative, service:neutral, delivery:neutral",0.4892138833498644,contrast
kharap dekhlam bhalo bhalo kore ekdom khub ekdom kore,neutral,3,"app:positive, quality:negative, service:neutral",0.6511374789689401,contrast
kharap dekhlam bhalo bhalo use kharap,positive,5,"experience:positive, price:positive",0.6336715941789716,temporal
app ta boring service ta okay,negative,2,"app:negative, service:neutral",0.4316915684054407,simple
kharap dekhlam chhilo mone use holo mone mone use ekdom,negative,2,"experience:neutral, delivery:negative, product:negative",0.6536077572525317,opinion
experience ta motamoti app ta khub bhalo price ta khub bhalo,positive,4,"experience:neutral, app:positive, price:positive",0.35871943598917444,temporal
use kore mone motamoti chhilo khub mone,neutral,3,"quality:positive, price:negative",0.6343189113216836,opinion
service ta excellent price ta average experience ta okay,positive,4,"service:positive, price:neutral, experience:neutral",0.36924614650197884,contrast
dekhlam dekhlam kharap khub onek motamoti khub bhalo holo,neutral,3,"delivery:negative, app:neutral, price:positive",0.44064257444588234,simple
chhilo dekhlam motamoti ekdom onek use holo kharap dekhlam,negative,2,"product:negative, quality:negative, experience:negative",0.6898160802472312,opinion
product ta boring app ta bad quality ta motamoti,negative,2,"product:negative, app:negative, quality:neutral",0.39584937079001586,temporal
kharap dekhlam holo bhalo kharap mone use,positive,4,"experience:positive, product:negative",0.4225883394197002,contrast
ekdom kore chhilo holo ekdom dekhlam kharap onek mone,neutral,3,"price:positive, quality:positive, app:negative",0.6115121215996575,temporal
delivery ta joss quality ta average app ta okay,neutral,3,"delivery:positive, quality:neutral, app:neutral",0.4320288156658214,temporal
experience ta motamoti service ta khub kharap,negative,2,"experience:neutral, service:negative",0.34807225726955937,temporal
ekdom mone kore kharap use mone,neutral,3,"delivery:negative, app:positive",0.6463032936759002,simple
chhilo ekdom motamoti onek khub bhalo,positive,4,"app:positive, experience:positive",0.5969284638245289,simple
onek mone dekhlam dekhlam chhilo onek bhalo kore kharap use,neutral,3,"quality:neutral, app:positive, product:negative",0.5335182971275305,opinion
motamoti use mone motamoti khub kharap bhalo,negative,2,"app:negative, experience:neutral",0.6420436243276142,temporal
bhalo use motamoti chhilo use dekhlam kore dekhlam dekhlam,positive,4,"price:positive, service:positive, product:positive",0.517769940879222,simple
